verse	tag	category	baseStart	baseEnd	ocrStart	ocrEnd	base	hamiltonOcr	baseContext
15	delete	not-seen-in-hamilton-ocr	147	230	2195	2195	處有至不至中間見空第五難無難見細物又亦應無小水虫等難見細物彼與麁物同一處所量應等故若謂由相此彼差別即成別物不由餘義則定應許此差別物展轉分析成多極微已辯極微非一實物是則		有多間或二象馬如何可於一處有至不至中間見空第五難無難見細物又亦應無小水虫等難見細物彼與麁物同一處所量應等故若謂由相此彼差別即成別物不由餘義則定應許此差別物展轉分析成多極微已辯極微非一實物是則離識眼等色等若根若境皆不
15	delete	not-seen-in-hamilton-ocr	252	267	2217	2217	五破正量薩婆多以現量證有外境說		皆不得成由此善成唯有識義五破正量薩婆多以現量證有外境說諸法由量刊定有無一切量中
15	delete	not-seen-in-hamilton-ocr	281	282	2231	2231	為		由量刊定有無一切量中現量為勝若無外境寧有此覺我今現
16	replace	review-required	0	2	2248	2292	現覺	此證不成頌日由相此彼差別即成別物不山餘義则定應許此差別物展分析成多極微已辨微非一實物是則	現覺如夢等已起現覺時見及境已
16	replace	review-required	3	4	2293	2312	夢	何可於一處有至不至中間見空亦應無小水蟲	現覺如夢等已起現覺時見及境已無寧
16	replace	review-required	5	10	2313	2314	已起現覺時	難	現覺如夢等已起現覺時見及境已無寧許有現量論曰
16	replace	review-required	11	19	2315	2324	及境已無寧許有現	細物彼與麤物同處所	現覺如夢等已起現覺時見及境已無寧許有現量論曰如夢等時雖無外境而
16	replace	review-required	20	36	2325	2327	論曰如夢等時雖無外境而亦得有如是	應故	覺時見及境已無寧許有現量論曰如夢等時雖無外境而亦得有如是現覺餘時現覺應知亦爾故彼
16	delete	not-seen-in-hamilton-ocr	54	55	2345	2345	又		應知亦爾故彼引此為證不成又若爾時有此現覺我今現證如
16	insert	extra-in-hamilton-ocr	74	74	2364	2383		現覺如夢等已起現覺時見及境凸無許有現卄	我今現證如是色等爾時於境能見已無要在意識能分別故
16	delete	not-seen-in-hamilton-ocr	97	98	2406	2406	者		故時眼等識必已謝故剎那論者有此覺時色等現境亦皆已滅
16	delete	not-seen-in-hamilton-ocr	107	108	2415	2415	皆		那論者有此覺時色等現境亦皆已滅如何此時許有現量要曾
16	replace	possible-single-character-variant	119	120	2426	2427	曾	什	皆已滅如何此時許有現量要曾現受意識能憶是故決定有曾
16	delete	not-seen-in-hamilton-ocr	121	122	2428	2428	受		滅如何此時許有現量要曾現受意識能憶是故決定有曾受境
16	insert	extra-in-hamilton-ocr	130	130	2436	2448		論日夢等時雖無外境而亦得	要曾現受意識能憶是故決定有曾受境見此境者許為現量
16	replace	review-required	131	132	2449	2468	曾	是故頌日如說亻位與念和應分別意識似有什	曾現受意識能憶是故決定有曾受境見此境者許為現量由斯
16	delete	not-seen-in-hamilton-ocr	134	135	2470	2470	見		意識能憶是故決定有曾受境見此境者許為現量由斯外境實
16	delete	not-seen-in-hamilton-ocr	141	142	2476	2476	量		定有曾受境見此境者許為現量由斯外境實有義成
17	replace	review-required	1	3	2485	2494	說似	是要由先後憶證有外	如說似境識從此生憶念論曰如前所
17	replace	review-required	4	5	2495	2503	識	理亦不成何以以境	如說似境識從此生憶念論曰如前所說雖
17	replace	review-required	11	13	2509	2520	曰如	日境現即說此為憶什所受	如說似境識從此生憶念論曰如前所說雖無外境而眼識等似
17	delete	not-seen-in-hamilton-ocr	21	22	2528	2528	眼		念論曰如前所說雖無外境而眼識等似外境現從此後位與念
17	insert	extra-in-hamilton-ocr	31	31	2537	2546		所見非有論日如未覺	境而眼識等似外境現從此後位與念相應分別意識似前境
17	replace	review-required	32	36	2547	2564	與念相應	不知夢境非外實有覺乃知茹是世間虛妄	而眼識等似外境現從此後位與念相應分別意識似前境現即說此為
17	replace	review-required	38	39	2566	2589	意	串習昏熟在夢中覺時爾何不自知不自知覺境非有如夢	境現從此後位與念相應分別意識似前境現即說此為憶曾所
17	replace	review-required	40	44	2590	2630	似前境現	實無此亦非證頌日未覺不能知夢有所見皆非實有未得覺不能自知若時得彼出世啊治無分別智	從此後位與念相應分別意識似前境現即說此為憶曾所受故以後憶
17	replace	review-required	45	52	2631	2634	說此為憶曾所受	名真覺	念相應分別意識似前境現即說此為憶曾所受故以後憶證先所見實有外境
17	delete	not-seen-in-hamilton-ocr	54	55	2636	2636	後		境現即說此為憶曾所受故以後憶證先所見實有外境其理不
17	delete	not-seen-in-hamilton-ocr	56	57	2637	2637	證		即說此為憶曾所受故以後憶證先所見實有外境其理不成六
17	delete	not-seen-in-hamilton-ocr	65	66	2645	2645	理		以後憶證先所見實有外境其理不成六駁外難明夢醒時非證
17	delete	not-seen-in-hamilton-ocr	68	87	2647	2647	六駁外難明夢醒時非證覺故不知外境非實有		證先所見實有外境其理不成六駁外難明夢醒時非證覺故不知外境非實有若如夢中雖無實境而識得起
17	delete	not-seen-in-hamilton-ocr	103	104	2663	2663	如		雖無實境而識得起覺時亦然如世自知夢境非有覺時既爾如
17	replace	review-required	111	132	2670	2675	覺時既爾如夢何不自知既不自知覺境非有寧如夢	展轉增力二	覺時亦然如世自知夢境非有覺時既爾如夢何不自知既不自知覺境非有寧如夢識實境皆無未覺不能知夢所
17	replace	review-required	133	147	2676	2679	實境皆無未覺不能知夢所見非有	成決定	既不自知覺境非有寧如夢識實境皆無未覺不能知夢所見非有論曰如未覺位不知夢境非外
17	replace	review-required	148	239	2680	2681	曰如未覺位不知夢境非外實有覺時乃知如是世間虛妄分別串習惛熟如在夢中諸有所見皆非實有未得真覺不能自知若時得彼出世對治無分別智乃名真覺此後所得世間淨智現在前位如實了知彼境非實其義平等若諸	日	無未覺不能知夢所見非有論曰如未覺位不知夢境非外實有覺時乃知如是世間虛妄分別串習惛熟如在夢中諸有所見皆非實有未得真覺不能自知若時得彼出世對治無分別智乃名真覺此後所得世間淨智現在前位如實了知彼境非實其義平等若諸有情由自相續轉變差別似境
17	delete	not-seen-in-hamilton-ocr	241	242	2683	2683	由		彼境非實其義平等若諸有情由自相續轉變差別似境識起不
17	replace	review-required	243	244	2684	2686	相	他和	非實其義平等若諸有情由自相續轉變差別似境識起不由外
17	delete	not-seen-in-hamilton-ocr	245	254	2687	2687	轉變差別似境識起不		其義平等若諸有情由自相續轉變差別似境識起不由外境為所緣生彼諸有情近
17	delete	not-seen-in-hamilton-ocr	257	258	2690	2690	為		轉變差別似境識起不由外境為所緣生彼諸有情近善惡友聞
17	delete	not-seen-in-hamilton-ocr	277	278	2709	2709	既		近善惡友聞正邪法二識決定既無友教此云何成
17	replace	possible-single-character-variant	280	281	2711	2712	教	敎	友聞正邪法二識決定既無友教此云何成
18	replace	review-required	0	7	2716	2719	展轉增上力二識	非不得	展轉增上力二識成決定論曰以諸有情自他相
18	replace	review-required	8	14	2720	2744	決定論曰以諸	頌日此徏所得間淨智現在前位茹實知彼境非實義平等若	展轉增上力二識成決定論曰以諸有情自他相續諸識展轉為增
18	insert	extra-in-hamilton-ocr	16	16	2746	2747		由	力二識成決定論曰以諸有情自他相續諸識展轉為增上緣
18	replace	review-required	17	47	2748	2749	他相續諸識展轉為增上緣隨其所應二識決定謂餘相續識差別故令餘相	和	二識成決定論曰以諸有情自他相續諸識展轉為增上緣隨其所應二識決定謂餘相續識差別故令餘相續差別識生各成決定不由外
18	replace	review-required	49	50	2751	2754	別	圳似境	餘相續識差別故令餘相續差別識生各成決定不由外境若如
18	replace	review-required	51	56	2755	2756	生各成決定	起	續識差別故令餘相續差別識生各成決定不由外境若如夢中境雖無實
18	delete	not-seen-in-hamilton-ocr	57	59	2757	2757	由外		餘相續差別識生各成決定不由外境若如夢中境雖無實而識得
18	delete	not-seen-in-hamilton-ocr	61	62	2759	2759	如		別識生各成決定不由外境若如夢中境雖無實而識得起覺識
18	replace	possible-single-character-variant	69	70	2766	2767	識	訊	由外境若如夢中境雖無實而識得起覺識亦然何緣夢覺造善
18	replace	review-required	74	77	2771	2773	亦然何	展為	夢中境雖無實而識得起覺識亦然何緣夢覺造善惡行愛非愛果當
18	replace	review-required	78	95	2774	2781	夢覺造善惡行愛非愛果當受不同心由睡	隨所應二識決定	無實而識得起覺識亦然何緣夢覺造善惡行愛非愛果當受不同心由睡眠壞夢覺果不同論曰在夢位
18	replace	possible-single-character-variant	103	104	2789	2790	曰	日	同心由睡眠壞夢覺果不同論曰在夢位心由睡眠壞勢力羸劣
18	replace	possible-single-character-variant	109	110	2795	2796	睡	腄	夢覺果不同論曰在夢位心由睡眠壞勢力羸劣覺心不爾故所
18	insert	extra-in-hamilton-ocr	132	132	2818	2897		丨亦然何緣夢覺造善惡行愛非愛果當受不同頌日心田睡胃續差別故令餘和續差別一齐成決定不山夕失念得夢或着魅等異事成其神通者意念勢力他夢中見種種事如大迦多衍那意願勢力	故所造行當受異熟勝劣不同非由外境若唯有識無身語等
18	delete	not-seen-in-hamilton-ocr	137	138	2902	2902	唯		受異熟勝劣不同非由外境若唯有識無身語等羊等云何為他
18	delete	not-seen-in-hamilton-ocr	142	143	2906	2906	語		不同非由外境若唯有識無身語等羊等云何為他所殺若羊等
18	delete	not-seen-in-hamilton-ocr	161	162	2924	2924	者		他所殺若羊等死不由他害屠者云何得殺生罪
18	insert	extra-in-hamilton-ocr	168	168	2930	2932		頌日	不由他害屠者云何得殺生罪
19	insert	extra-in-hamilton-ocr	0	0	2930	2932		頌日	由他識轉變有殺害事業如鬼
19	delete	not-seen-in-hamilton-ocr	4	5	2936	2936	變		由他識轉變有殺害事業如鬼等意力令他
19	delete	not-seen-in-hamilton-ocr	15	16	2946	2946	令		轉變有殺害事業如鬼等意力令他失念等論曰如由鬼等意念
19	replace	possible-single-character-variant	21	22	2951	2952	曰	日	業如鬼等意力令他失念等論曰如由鬼等意念勢力令他有情
19	delete	not-seen-in-hamilton-ocr	30	31	2960	2960	令		念等論曰如由鬼等意念勢力令他有情失念得夢或著魅等變
19	replace	review-required	34	75	2963	2964	失念得夢或著魅等變異事成具神通者意念勢力令他夢中見種種事如大迦多衍那意願勢力令娑剌	刺	如由鬼等意念勢力令他有情失念得夢或著魅等變異事成具神通者意念勢力令他夢中見種種事如大迦多衍那意願勢力令娑剌拏王等夢見異事又如阿練若
19	delete	not-seen-in-hamilton-ocr	82	83	2971	2971	又		勢力令娑剌拏王等夢見異事又如阿練若仙人意憤勢力令吠
19	delete	not-seen-in-hamilton-ocr	85	86	2973	2973	練		娑剌拏王等夢見異事又如阿練若仙人意憤勢力令吠摩質呾
19	delete	not-seen-in-hamilton-ocr	93	94	2980	2980	令		事又如阿練若仙人意憤勢力令吠摩質呾利王阿修羅夢見異
19	delete	not-seen-in-hamilton-ocr	95	96	2981	2981	摩		如阿練若仙人意憤勢力令吠摩質呾利王阿修羅夢見異事如
19	delete	not-seen-in-hamilton-ocr	100	103	2985	2985	阿修羅		人意憤勢力令吠摩質呾利王阿修羅夢見異事如是由他識轉變故
19	delete	not-seen-in-hamilton-ocr	113	114	2995	2995	變		修羅夢見異事如是由他識轉變故令他違害命根事起應知死
19	delete	not-seen-in-hamilton-ocr	115	116	2996	2996	令		夢見異事如是由他識轉變故令他違害命根事起應知死者謂
19	delete	not-seen-in-hamilton-ocr	128	129	3008	3008	眾		他違害命根事起應知死者謂眾同分由識變異相續斷滅復次
19	replace	possible-single-character-variant	131	132	3010	3011	由	山	命根事起應知死者謂眾同分由識變異相續斷滅復次頌曰
19	delete	not-seen-in-hamilton-ocr	133	134	3012	3012	變		事起應知死者謂眾同分由識變異相續斷滅復次頌曰
19	replace	possible-single-character-variant	135	136	3013	3014	相	和	應知死者謂眾同分由識變異相續斷滅復次頌曰
19	replace	review-required	142	143	3020	3088	曰	日宅迦等云何由仙忿不刺拏王等夢見異事如阿練若仙人意憤勢力吠質叩利王夢見事如是由他識轉故他違害命根事起應知死者謂同分由識異和續斷滅復次頌日	分由識變異相續斷滅復次頌曰
20	replace	possible-single-character-variant	1	2	3089	3090	咤	宅	彈咤迦等空云何由仙忿意罰為大
20	replace	possible-single-character-variant	21	22	3109	3110	曰	日	忿意罰為大罪此復云何成論曰若不許由他識轉變增上力故
20	replace	review-required	29	32	3117	3118	變增上	丄	云何成論曰若不許由他識轉變增上力故他有情死云何世尊為成
20	delete	not-seen-in-hamilton-ocr	41	42	3127	3127	尊		變增上力故他有情死云何世尊為成意罰是大罪故返問長者
20	replace	possible-single-character-variant	54	55	3139	3140	鄔	邬	為成意罰是大罪故返問長者鄔波離言汝頗曾聞何因緣故彈
20	replace	review-required	60	62	3145	3146	曾聞	開	罪故返問長者鄔波離言汝頗曾聞何因緣故彈咤迦林末蹬伽林
20	replace	review-required	66	68	3150	3151	彈咤	宅	鄔波離言汝頗曾聞何因緣故彈咤迦林末蹬伽林羯陵伽林皆空
20	replace	review-required	79	81	3162	3163	空閑	閒	咤迦林末蹬伽林羯陵伽林皆空閑寂長者白佛言喬答摩我聞由
20	delete	not-seen-in-hamilton-ocr	88	90	3170	3170	答摩		伽林皆空閑寂長者白佛言喬答摩我聞由仙意憤恚故若執神鬼
20	replace	review-required	91	92	3171	3181	聞	開過於身語用此應知但	空閑寂長者白佛言喬答摩我聞由仙意憤恚故若執神鬼敬重
20	delete	not-seen-in-hamilton-ocr	99	100	3188	3188	執		喬答摩我聞由仙意憤恚故若執神鬼敬重仙人知嫌為殺彼有
20	delete	not-seen-in-hamilton-ocr	108	109	3196	3196	為		恚故若執神鬼敬重仙人知嫌為殺彼有情類不但由仙意憤恚
20	replace	possible-single-character-variant	115	116	3202	3203	但	柦	重仙人知嫌為殺彼有情類不但由仙意憤恚者云何引彼成立
20	delete	not-seen-in-hamilton-ocr	130	131	3217	3217	為		意憤恚者云何引彼成立意罰為大罪性過於身語由此應知但
20	replace	review-required	134	140	3220	3225	過於身語由此	若能知者識	云何引彼成立意罰為大罪性過於身語由此應知但由仙忿彼有情死理善
20	insert	extra-in-hamilton-ocr	141	141	3226	3229		不成雖	罰為大罪性過於身語由此應知但由仙忿彼有情死理善成
20	replace	review-required	142	143	3230	3238	但	他心然不不如佛境	為大罪性過於身語由此應知但由仙忿彼有情死理善成立頌
20	insert	extra-in-hamilton-ocr	154	154	3249	3273		若唯有識諸他心智知他心不爾何失若不能知何謂他心智	但由仙忿彼有情死理善成立頌曰
20	replace	possible-single-character-variant	155	156	3274	3275	曰	日	由仙忿彼有情死理善成立頌曰
21	replace	possible-single-character-variant	9	10	3284	3285	實	賓	他心智云何知境不如實如知自心智不知如佛境論曰
21	insert	extra-in-hamilton-ocr	15	15	3290	3308		所取能取分別未斷故論日他心智云何於境	云何知境不如實如知自心智不知如佛境論曰二智自心智
21	insert	extra-in-hamilton-ocr	16	16	3309	3311		如實	何知境不如實如知自心智不知如佛境論曰二智自心智他
21	replace	review-required	18	24	3313	3316	佛境論曰二智	自心此	境不如實如知自心智不知如佛境論曰二智自心智他心智於境各由無知
21	replace	review-required	27	30	3319	3321	他心智	云何	不知如佛境論曰二智自心智他心智於境各由無知所覆蔽故不知
21	replace	review-required	32	33	3323	3334	各	不如實知山無知故二於境	論曰二智自心智他心智於境各由無知所覆蔽故不知如佛淨
21	delete	not-seen-in-hamilton-ocr	41	42	3342	3342	知		智於境各由無知所覆蔽故不知如佛淨智所行不可言境此二
21	delete	not-seen-in-hamilton-ocr	44	45	3344	3344	淨		各由無知所覆蔽故不知如佛淨智所行不可言境此二自心智
21	delete	not-seen-in-hamilton-ocr	54	60	3353	3353	自心智他心智		如佛淨智所行不可言境此二自心智他心智於境不如實知由似外境虛妄
21	replace	possible-single-character-variant	66	67	3359	3360	由	山	自心智他心智於境不如實知由似外境虛妄顯現故所取能取
21	delete	not-seen-in-hamilton-ocr	72	73	3365	3365	顯		於境不如實知由似外境虛妄顯現故所取能取分別未斷故唯
21	delete	not-seen-in-hamilton-ocr	75	121	3367	3367	所取能取分別未斷故唯識理趣無邊決擇品類差別難度甚深非佛誰能具廣決擇頌曰我已隨自能略成唯識義此		如實知由似外境虛妄顯現故所取能取分別未斷故唯識理趣無邊決擇品類差別難度甚深非佛誰能具廣決擇頌曰我已隨自能略成唯識義此中一切種難思佛所行論曰唯
21	delete	not-seen-in-hamilton-ocr	123	124	3369	3369	切		已隨自能略成唯識義此中一切種難思佛所行論曰唯識理趣
21	delete	not-seen-in-hamilton-ocr	125	126	3370	3370	難		自能略成唯識義此中一切種難思佛所行論曰唯識理趣品類
21	replace	review-required	131	133	3375	3376	曰唯	日	義此中一切種難思佛所行論曰唯識理趣品類無邊我隨自能已
21	insert	extra-in-hamilton-ocr	156	156	3399	3434		識理趣無邊決擇品類差別難度甚深非佛誰能其廣決擇頌日我已隨自能略成識義此	已略成立餘一切種非所思議超諸尋思所行境故如是理趣
21	delete	not-seen-in-hamilton-ocr	157	158	3435	3435	諸		略成立餘一切種非所思議超諸尋思所行境故如是理趣
21	delete	not-seen-in-hamilton-ocr	166	167	3443	3443	理		思議超諸尋思所行境故如是理趣
22	delete	not-seen-in-hamilton-ocr	7	8	3451	3451	尊		唯佛所行諸佛世尊於一切境及一切種智無礙故
22	delete	not-seen-in-hamilton-ocr	9	10	3452	3452	一		唯佛所行諸佛世尊於一切境及一切種智無礙故
22	delete	not-seen-in-hamilton-ocr	16	17	3458	3458	智		諸佛世尊於一切境及一切種智無礙故
